From,To,Distance
ULLT,SCEY,2911
ULLT,SEA1,4131
ULLT,SGBP,2074
ULLT,SHYQ,1436
ULLT,SMYU,7434
ULLT,STRL,4223
ULLT,SXHT,1019
ULLT,TDHV,2379
ULLT,THWA,1631
ULLT,TKXA,3005
ULLT,TMKH,1240
ULLT,TYFR,3938
ULLT,UGZX,6102
ULLT,UHGN,1911
ULLT,UHHZ,1298
ULLT,ULLT,1
ULLT,UMXB,3299
ULLT,VDYD,1755
ULLT,VGHV,6688
ULLT,VKAG,1216
ULLT,VLSB,1233
ULLT,VRJT,4316
ULLT,VSMR,9495
ULLT,VWLB,3854
ULLT,VYHK,3903
ULLT,WEAS,1593
ULLT,WSVC,4005
ULLT,WWYK,1977
ULLT,XBGX,3448
ULLT,XDAT,3162
ULLT,XLWU,1300
ULLT,XQDT,3612
ULLT,XUMU,3080
ULLT,YAQF,1979
ULLT,YTPM,1478
ULLT,YWHG,1906
ULLT,ZAWN,1405
ULLT,ZFKN,3711
ULLT,ZHTV,1608
ULLT,ZJXD,1807
ULLT,ZNRE,7292
ULLT,ZRCE,2771
UMXB,AEDY,980
UMXB,AGGN,4350
UMXB,AJJY,7404
UMXB,AJXF,3277
UMXB,AQLM,3739
UMXB,ASHE,1022
UMXB,ATXK,2950
UMXB,AVXV,7001
UMXB,AWUB,4180
UMXB,BAEY,5036
UMXB,BBJM,3604
UMXB,BJHZ,4428
UMXB,BPWZ,4741
UMXB,BQWK,714
UMXB,BRKR,3845
UMXB,BWKR,3916
UMXB,BXUR,3283
UMXB,CTGC,3630
UMXB,CWKW,1902
UMXB,CYWF,3791
UMXB,CZQZ,4528
UMXB,DDPF,4334
UMXB,DESR,5077
UMXB,DKFX,3562
UMXB,DNNL,3368
UMXB,DPNB,3670
UMXB,DVLK,6501
UMXB,DYCS,3433
UMXB,ETZB,5123
UMXB,EYBD,6507
UMXB,FAXN,1026
UMXB,FBNV,4913
UMXB,FGDC,5133
UMXB,FGWB,3736
UMXB,FJXT,3209
UMXB,FNWZ,4449
UMXB,FTEP,3918
UMXB,FTEV,3932
UMXB,FTFA,3923
UMXB,FTZH,831
UMXB,FUQN,841
UMXB,FUZD,5122
UMXB,FXSB,4689
UMXB,GAMH,4167
UMXB,GHLN,4362
UMXB,GJKZ,4575
UMXB,GKVB,925
UMXB,GUQE,4069
UMXB,GYRZ,1033
UMXB,HNTK,819
UMXB,HPBF,755
UMXB,HTUX,3645
UMXB,HUUA,5072
UMXB,JEAH,857
UMXB,JFSD,3878
UMXB,JREZ,3125
UMXB,KJGW,5120
UMXB,KNMD,6997
UMXB,KRSM,4626
UMXB,KWRD,4695
UMXB,KYJL,3786
UMXB,KZTV,6997
UMXB,LEXG,3636
UMXB,LSGE,3709
UMXB,LXEZ,6244
UMXB,LYAX,6986
UMXB,MAHG,4033
UMXB,MBPB,4494
UMXB,MEPJ,5849
UMXB,MHMV,4638
UMXB,MQNA,995
UMXB,MSET,992
UMXB,MSQB,3856
UMXB,MUHJ,3293
UMXB,MYXZ,3800
UMXB,NKAK,4041
UMXB,NNGX,2954
UMXB,NRCH,2761
UMXB,NUEX,4922
UMXB,NVZR,3816
UMXB,NWXN,851
UMXB,NZAS,4370
UMXB,OPA1,794
UMXB,PCZP,5096
UMXB,PJVY,3312
UMXB,PNQS,3861
UMXB,PQWY,4743
UMXB,PRQE,4174
UMXB,PSXE,3662
UMXB,PTFL,3152
UMXB,QFQE,988
UMXB,QJKL,3806
UMXB,QJVF,4006
UMXB,QKJA,5131
UMXB,QSEU,3758
UMXB,QYZH,4691
UMXB,RDRD,3491
UMXB,RKMF,4921
UMXB,RZQH,5141
UMXB,SBDW,3293
UMXB,SCEY,5087
UMXB,SEA1,838
UMXB,SGBP,4015
UMXB,SHYQ,3243
UMXB,SMYU,5702
UMXB,STRL,933
UMXB,SXHT,3716
UMXB,TDHV,4434
UMXB,THWA,3020
UMXB,TKXA,5156
UMXB,TMKH,3457
UMXB,TYFR,981
UMXB,UGZX,2804
UMXB,UHGN,4406
UMXB,UHHZ,3729
UMXB,ULLT,3299
UMXB,UMXB,1
UMXB,VDYD,3839
UMXB,VGHV,3393
UMXB,VKAG,3406
UMXB,VLSB,3553
UMXB,VRJT,1022
UMXB,VSMR,6331
UMXB,VWLB,1054
UMXB,VYHK,981
UMXB,WEAS,3676
UMXB,WSVC,708
UMXB,WWYK,4248
UMXB,XBGX,269
UMXB,XDAT,5088
UMXB,XLWU,3892
UMXB,XQDT,944
UMXB,XUMU,5185
UMXB,YAQF,3714
UMXB,YTPM,3022
UMXB,YWHG,3989
UMXB,ZAWN,3173
UMXB,ZFKN,985
UMXB,ZHTV,3562
UMXB,ZJXD,3429
UMXB,ZNRE,6085
UMXB,ZRCE,5042
VDYD,AEDY,3633
VDYD,AGGN,512
VDYD,AJJY,6441
VDYD,AJXF,610
VDYD,AQLM,395
VDYD,ASHE,4260
VDYD,ATXK,6351
VDYD,AVXV,3625
VDYD,AWUB,408
VDYD,BAEY,1476
VDYD,BBJM,576
VDYD,BJHZ,634
VDYD,BPWZ,906
VDYD,BQWK,4492
VDYD,BRKR,334
VDYD,BWKR,155
VDYD,BXUR,603
VDYD,CTGC,213
VDYD,CWKW,5539
VDYD,CYWF,159
VDYD,CZQZ,699
VDYD,DDPF,508
VDYD,DESR,1455
VDYD,DKFX,586
VDYD,DNNL,662
VDYD,DPNB,224
VDYD,DVLK,7179
VDYD,DYCS,407
VDYD,ETZB,1374
VDYD,EYBD,7208
VDYD,FAXN,3997
VDYD,FBNV,1100
VDYD,FGDC,8716
VDYD,FGWB,379
VDYD,FJXT,675
VDYD,FNWZ,613
VDYD,FTEP,501
VDYD,FTEV,511
VDYD,FTFA,510
VDYD,FTZH,4649
VDYD,FUQN,4597
VDYD,FUZD,1383
VDYD,FXSB,2577
VDYD,GAMH,453
VDYD,GHLN,712
VDYD,GJKZ,1332
VDYD,GKVB,3597
VDYD,GUQE,275
VDYD,GYRZ,3991
VDYD,HNTK,4602
VDYD,HPBF,4534
VDYD,HTUX,279
VDYD,HUUA,1349
VDYD,JEAH,4631
VDYD,JFSD,655
VDYD,JREZ,714
VDYD,KJGW,1524
VDYD,KNMD,3618
VDYD,KRSM,1033
VDYD,KWRD,865
VDYD,KYJL,918
VDYD,KZTV,3618
VDYD,LEXG,579
VDYD,LSGE,642
VDYD,LXEZ,6399
VDYD,LYAX,3606
VDYD,MAHG,490
VDYD,MBPB,701
VDYD,MEPJ,5910
VDYD,MHMV,835
VDYD,MQNA,2892
VDYD,MSET,3657
VDYD,MSQB,28
VDYD,MUHJ,647
VDYD,MYXZ,442
VDYD,NKAK,244
VDYD,NNGX,891
VDYD,NRCH,1090
VDYD,NUEX,1136
VDYD,NVZR,739
VDYD,NWXN,4637
VDYD,NZAS,1079
VDYD,OPA1,4570
VDYD,PCZP,1357
VDYD,PJVY,557
VDYD,PNQS,407
VDYD,PQWY,1519
VDYD,PRQE,357
VDYD,PSXE,325
VDYD,PTFL,716
VDYD,QFQE,3656
VDYD,QJKL,410
VDYD,QJVF,777
VDYD,QKJA,1373
VDYD,QSEU,560
VDYD,QYZH,1213
VDYD,RDRD,605
VDYD,RKMF,1211
VDYD,RZQH,1380
VDYD,SBDW,652
VDYD,SCEY,1351
VDYD,SEA1,4605
VDYD,SGBP,321
VDYD,SHYQ,616
VDYD,SMYU,5855
VDYD,STRL,4562
VDYD,SXHT,772
VDYD,TDHV,699
VDYD,THWA,822
VDYD,TKXA,1440
VDYD,TMKH,559
VDYD,TYFR,3978
VDYD,UGZX,6315
VDYD,UHGN,597
VDYD,UHHZ,468
VDYD,ULLT,1755
VDYD,UMXB,3839
VDYD,VDYD,1
VDYD,VGHV,6692
VDYD,VKAG,603
VDYD,VLSB,531
VDYD,VRJT,4659
VDYD,VSMR,8314
VDYD,VWLB,3819
VDYD,VYHK,3931
VDYD,WEAS,195
VDYD,WSVC,4470
VDYD,WWYK,409
VDYD,XBGX,3844
VDYD,XDAT,1508
VDYD,XLWU,550
VDYD,XQDT,3609
VDYD,XUMU,1497
VDYD,YAQF,324
VDYD,YTPM,823
VDYD,YWHG,175
VDYD,ZAWN,691
VDYD,ZFKN,3694
VDYD,ZHTV,281
VDYD,ZJXD,458
VDYD,ZNRE,5603
VDYD,ZRCE,1259
VGHV,AEDY,3158
VGHV,AGGN,7109
VGHV,AJJY,4908
VGHV,AJXF,6315
VGHV,AQLM,6788
VGHV,ASHE,2581
VGHV,ATXK,447
VGHV,AVXV,7395
VGHV,AWUB,7100
VGHV,BAEY,7069
VGHV,BBJM,6725
VGHV,BJHZ,7318
VGHV,BPWZ,7390
VGHV,BQWK,2694
VGHV,BRKR,6860
VGHV,BWKR,6827
VGHV,BXUR,6318
VGHV,CTGC,6494
VGHV,CWKW,1517
VGHV,CYWF,6727
VGHV,CZQZ,7198
VGHV,DDPF,7174
VGHV,DESR,7173
VGHV,DKFX,6683
VGHV,DNNL,6488
VGHV,DPNB,6470
VGHV,DVLK,3544
VGHV,DYCS,6342
VGHV,ETZB,7409
VGHV,EYBD,3535
VGHV,FAXN,2799
VGHV,FBNV,7429
VGHV,FGDC,2024
VGHV,FGWB,6777
VGHV,FJXT,6256
VGHV,FNWZ,7244
VGHV,FTEP,6995
VGHV,FTEV,7011
VGHV,FTFA,7003
VGHV,FTZH,2637
VGHV,FUQN,2565
VGHV,FUZD,7389
VGHV,FXSB,5557
VGHV,GAMH,7132
VGHV,GHLN,6836
VGHV,GJKZ,6554
VGHV,GKVB,3209
VGHV,GUQE,6802
VGHV,GYRZ,2803
VGHV,HNTK,2602
VGHV,HPBF,2657
VGHV,HTUX,6421
VGHV,HUUA,7332
VGHV,JEAH,2559
VGHV,JFSD,6341
VGHV,JREZ,6073
VGHV,KJGW,7157
VGHV,KNMD,7400
VGHV,KRSM,6911
VGHV,KWRD,7329
VGHV,KYJL,7026
VGHV,KZTV,7400
VGHV,LEXG,6760
VGHV,LSGE,6859
VGHV,LXEZ,3747
VGHV,LYAX,7400
VGHV,MAHG,7078
VGHV,MBPB,7382
VGHV,MEPJ,3696
VGHV,MHMV,7210
VGHV,MQNA,4339
VGHV,MSET,3130
VGHV,MSQB,6695
VGHV,MUHJ,6375
VGHV,MYXZ,6867
VGHV,NKAK,6936
VGHV,NNGX,5975
VGHV,NRCH,5689
VGHV,NUEX,7363
VGHV,NVZR,6996
VGHV,NWXN,2576
VGHV,NZAS,6528
VGHV,OPA1,2618
VGHV,PCZP,7374
VGHV,PJVY,6323
VGHV,PNQS,6906
VGHV,PQWY,6588
VGHV,PRQE,6907
VGHV,PSXE,6671
VGHV,PTFL,6189
VGHV,QFQE,3132
VGHV,QJKL,6435
VGHV,QJVF,6373
VGHV,QKJA,7434
VGHV,QSEU,6875
VGHV,QYZH,6821
VGHV,RDRD,6611
VGHV,RKMF,7223
VGHV,RZQH,7445
VGHV,SBDW,6379
VGHV,SCEY,7362
VGHV,SEA1,2574
VGHV,SGBP,6690
VGHV,SHYQ,6250
VGHV,SMYU,3587
VGHV,STRL,2466
VGHV,SXHT,6912
VGHV,TDHV,6967
VGHV,THWA,5954
VGHV,TKXA,7366
VGHV,TMKH,6546
VGHV,TYFR,2830
VGHV,UGZX,638
VGHV,UHGN,7275
VGHV,UHHZ,6809
VGHV,ULLT,6688
VGHV,UMXB,3393
VGHV,VDYD,6692
VGHV,VGHV,1
VGHV,VKAG,6505
VGHV,VLSB,6648
VGHV,VRJT,2373
VGHV,VSMR,2969
VGHV,VWLB,2956
VGHV,VYHK,2872
VGHV,WEAS,6605
VGHV,WSVC,2693
VGHV,WWYK,7030
VGHV,XBGX,3242
VGHV,XDAT,7121
VGHV,XLWU,6993
VGHV,XQDT,3191
VGHV,XUMU,7332
VGHV,YAQF,6423
VGHV,YTPM,6031
VGHV,YWHG,6769
VGHV,ZAWN,6199
VGHV,ZFKN,3096
VGHV,ZHTV,6478
VGHV,ZJXD,6236
VGHV,ZNRE,4188
VGHV,ZRCE,7433
VKAG,AEDY,3357
VKAG,AGGN,1050
VKAG,AJJY,7010
VKAG,AJXF,215
VKAG,AQLM,337
VKAG,ASHE,3964
VKAG,ATXK,6119
VKAG,AVXV,4219
VKAG,AWUB,802
VKAG,BAEY,2078
VKAG,BBJM,220
VKAG,BJHZ,1043
VKAG,BPWZ,1436
VKAG,BQWK,4092
VKAG,BRKR,449
VKAG,BWKR,587
VKAG,BXUR,215
VKAG,CTGC,502
VKAG,CWKW,5209
VKAG,CYWF,471
VKAG,CZQZ,1252
VKAG,DDPF,983
VKAG,DESR,2053
VKAG,DKFX,179
VKAG,DNNL,59
VKAG,DPNB,614
VKAG,DVLK,7620
VKAG,DYCS,408
VKAG,ETZB,1952
VKAG,EYBD,7647
VKAG,FAXN,3721
VKAG,FBNV,1652
VKAG,FGDC,8479
VKAG,FGWB,336
VKAG,FJXT,257
VKAG,FNWZ,1107
VKAG,FTEP,516
VKAG,FTEV,530
VKAG,FTFA,521
VKAG,FTZH,4233
VKAG,FUQN,4207
VKAG,FUZD,1963
VKAG,FXSB,3075
VKAG,GAMH,772
VKAG,GHLN,1314
VKAG,GJKZ,1913
VKAG,GKVB,3311
VKAG,GUQE,876
VKAG,GYRZ,3717
VKAG,HNTK,4202
VKAG,HPBF,4134
VKAG,HTUX,650
VKAG,HUUA,1934
VKAG,JEAH,4235
VKAG,JFSD,1152
VKAG,JREZ,489
VKAG,KJGW,2124
VKAG,KNMD,4212
VKAG,KRSM,1636
VKAG,KWRD,1407
VKAG,KYJL,603
VKAG,KZTV,4212
VKAG,LEXG,256
VKAG,LSGE,359
VKAG,LXEZ,6852
VKAG,LYAX,4200
VKAG,MAHG,628
VKAG,MBPB,1105
VKAG,MEPJ,6340
VKAG,MHMV,1406
VKAG,MQNA,2424
VKAG,MSET,3384
VKAG,MSQB,630
VKAG,MUHJ,130
VKAG,MYXZ,395
VKAG,NKAK,699
VKAG,NNGX,533
VKAG,NRCH,832
VKAG,NUEX,1705
VKAG,NVZR,506
VKAG,NWXN,4236
VKAG,NZAS,1653
VKAG,OPA1,4172
VKAG,PCZP,1938
VKAG,PJVY,244
VKAG,PNQS,456
VKAG,PQWY,2106
VKAG,PRQE,944
VKAG,PSXE,297
VKAG,PTFL,323
VKAG,QFQE,3382
VKAG,QJKL,905
VKAG,QJVF,1303
VKAG,QKJA,1947
VKAG,QSEU,372
VKAG,QYZH,1814
VKAG,RDRD,111
VKAG,RKMF,1802
VKAG,RZQH,1954
VKAG,SBDW,126
VKAG,SCEY,1933
VKAG,SEA1,4211
VKAG,SGBP,916
VKAG,SHYQ,297
VKAG,SMYU,6268
VKAG,STRL,4205
VKAG,SXHT,447
VKAG,TDHV,1298
VKAG,THWA,596
VKAG,TKXA,2024
VKAG,TMKH,53
VKAG,TYFR,3695
VKAG,UGZX,6046
VKAG,UHGN,1032
VKAG,UHHZ,324
VKAG,ULLT,1216
VKAG,UMXB,3406
VKAG,VDYD,603
VKAG,VGHV,6505
VKAG,VKAG,1
VKAG,VLSB,149
VKAG,VRJT,4304
VKAG,VSMR,8622
VKAG,VWLB,3556
VKAG,VYHK,3651
VKAG,WEAS,412
VKAG,WSVC,4075
VKAG,WWYK,953
VKAG,XBGX,3449
VKAG,XDAT,2109
VKAG,XLWU,498
VKAG,XQDT,3327
VKAG,XUMU,2086
VKAG,YAQF,768
VKAG,YTPM,484
VKAG,YWHG,776
VKAG,ZAWN,321
VKAG,ZFKN,3420
VKAG,ZHTV,396
VKAG,ZJXD,602
VKAG,ZNRE,6082
VKAG,ZRCE,1827
VLSB,AEDY,3504
VLSB,AGGN,935
VLSB,AJJY,6969
VLSB,AJXF,339
VLSB,AQLM,199
VLSB,ASHE,4112
VLSB,ATXK,6265
VLSB,AVXV,4114
VLSB,AWUB,670
VLSB,BAEY,1990
VLSB,BBJM,91
VLSB,BJHZ,905
VLSB,BPWZ,1313
VLSB,BQWK,4241
VLSB,BRKR,315
VLSB,BWKR,482
VLSB,BXUR,337
VLSB,CTGC,484
VLSB,CWKW,5358
VLSB,CYWF,381
VLSB,CZQZ,1137
VLSB,DDPF,856
VLSB,DESR,1958
VLSB,DKFX,68
VLSB,DNNL,187
VLSB,DPNB,596
VLSB,DVLK,7644
VLSB,DYCS,451
VLSB,ETZB,1841
VLSB,EYBD,7672
VLSB,FAXN,3868
VLSB,FBNV,1533
VLSB,FGDC,8627
VLSB,FGWB,202
VLSB,FJXT,393
VLSB,FNWZ,980
VLSB,FTEP,367
VLSB,FTEV,381
VLSB,FTFA,373
VLSB,FTZH,4381
VLSB,FUQN,4355
VLSB,FUZD,1854
VLSB,FXSB,3068
VLSB,GAMH,632
VLSB,GHLN,1237
VLSB,GJKZ,1861
VLSB,GKVB,3458
VLSB,GUQE,793
VLSB,GYRZ,3863
VLSB,HNTK,4350
VLSB,HPBF,4283
VLSB,HTUX,642
VLSB,HUUA,1827
VLSB,JEAH,4384
VLSB,JFSD,1135
VLSB,JREZ,605
VLSB,KJGW,2030
VLSB,KNMD,4107
VLSB,KRSM,1556
VLSB,KWRD,1287
VLSB,KYJL,508
VLSB,KZTV,4107
VLSB,LEXG,123
VLSB,LSGE,232
VLSB,LXEZ,6869
VLSB,LYAX,4095
VLSB,MAHG,481
VLSB,MBPB,966
VLSB,MEPJ,6366
VLSB,MHMV,1295
VLSB,MQNA,2569
VLSB,MSET,3530
VLSB,MSQB,559
VLSB,MUHJ,275
VLSB,MYXZ,248
VLSB,NKAK,582
VLSB,NNGX,673
VLSB,NRCH,967
VLSB,NUEX,1592
VLSB,NVZR,382
VLSB,NWXN,4385
VLSB,NZAS,1606
VLSB,OPA1,4320
VLSB,PCZP,1829
VLSB,PJVY,347
VLSB,PNQS,312
VLSB,PQWY,2050
VLSB,PRQE,848
VLSB,PSXE,206
VLSB,PTFL,460
VLSB,QFQE,3529
VLSB,QJKL,882
VLSB,QJVF,1277
VLSB,QKJA,1835
VLSB,QSEU,227
VLSB,QYZH,1741
VLSB,RDRD,79
VLSB,RKMF,1700
VLSB,RZQH,1841
VLSB,SBDW,271
VLSB,SCEY,1825
VLSB,SEA1,4360
VLSB,SGBP,851
VLSB,SHYQ,413
VLSB,SMYU,6299
VLSB,STRL,4354
VLSB,SXHT,344
VLSB,TDHV,1207
VLSB,THWA,719
VLSB,TKXA,1917
VLSB,TMKH,102
VLSB,TYFR,3842
VLSB,UGZX,6194
VLSB,UHGN,897
VLSB,UHHZ,176
VLSB,ULLT,1233
VLSB,UMXB,3553
VLSB,VDYD,531
VLSB,VGHV,6648
VLSB,VKAG,149
VLSB,VLSB,1
VLSB,VRJT,4453
VLSB,VSMR,8692
VLSB,VWLB,3701
VLSB,VYHK,3797
VLSB,WEAS,359
VLSB,WSVC,4223
VLSB,WWYK,841
VLSB,XBGX,3598
VLSB,XDAT,2017
VLSB,XLWU,350
VLSB,XQDT,3474
VLSB,XUMU,1982
VLSB,YAQF,753
VLSB,YTPM,620
VLSB,YWHG,695
VLSB,ZAWN,453
VLSB,ZFKN,3566
VLSB,ZHTV,391
VLSB,ZJXD,644
VLSB,ZNRE,6088
VLSB,ZRCE,1712
VRJT,AEDY,1103
VRJT,AGGN,5156
VRJT,AJJY,6666
VRJT,AJXF,4148
VRJT,AQLM,4626
VRJT,ASHE,529
VRJT,ATXK,1931
VRJT,AVXV,7287
VRJT,AWUB,5034
VRJT,BAEY,5644
VRJT,BBJM,4515
VRJT,BJHZ,5280
VRJT,BPWZ,5529
VRJT,BQWK,369
VRJT,BRKR,4722
VRJT,BWKR,4759
VRJT,BXUR,4153
VRJT,CTGC,4446
VRJT,CWKW,910
VRJT,CYWF,4639
VRJT,CZQZ,5312
VRJT,DDPF,5167
VRJT,DESR,5709
VRJT,DKFX,4472
VRJT,DNNL,4274
VRJT,DPNB,4464
VRJT,DVLK,5581
VRJT,DYCS,4259
VRJT,ETZB,5818
VRJT,EYBD,5583
VRJT,FAXN,797
VRJT,FBNV,5667
VRJT,FGDC,4185
VRJT,FGWB,4620
VRJT,FJXT,4082
VRJT,FNWZ,5271
VRJT,FTEP,4819
VRJT,FTEV,4834
VRJT,FTFA,4825
VRJT,FTZH,442
VRJT,FUQN,261
VRJT,FUZD,5811
VRJT,FXSB,4863
VRJT,GAMH,5036
VRJT,GHLN,5073
VRJT,GJKZ,5131
VRJT,GKVB,1114
VRJT,GUQE,4855
VRJT,GYRZ,807
VRJT,HNTK,329
VRJT,HPBF,347
VRJT,HTUX,4429
VRJT,HUUA,5756
VRJT,JEAH,293
VRJT,JFSD,4559
VRJT,JREZ,3957
VRJT,KJGW,5736
VRJT,KNMD,7286
VRJT,KRSM,5289
VRJT,KWRD,5475
VRJT,KYJL,4743
VRJT,KZTV,7286
VRJT,LEXG,4548
VRJT,LSGE,4632
VRJT,LXEZ,5445
VRJT,LYAX,7277
VRJT,MAHG,4926
VRJT,MBPB,5347
VRJT,MEPJ,5129
VRJT,MHMV,5396
VRJT,MQNA,1977
VRJT,MSET,1086
VRJT,MSQB,4671
VRJT,MUHJ,4182
VRJT,MYXZ,4695
VRJT,NKAK,4882
VRJT,NNGX,3810
VRJT,NRCH,3571
VRJT,NUEX,5653
VRJT,NVZR,4752
VRJT,NWXN,328
VRJT,NZAS,4973
VRJT,OPA1,320
VRJT,PCZP,5787
VRJT,PJVY,4174
VRJT,PNQS,4750
VRJT,PQWY,5266
VRJT,PRQE,4965
VRJT,PSXE,4532
VRJT,PTFL,4020
VRJT,QFQE,1086
VRJT,QJKL,4543
VRJT,QJVF,4659
VRJT,QKJA,5832
VRJT,QSEU,4670
VRJT,QYZH,5307
VRJT,RDRD,4399
VRJT,RKMF,5608
VRJT,RZQH,5842
VRJT,SBDW,4184
VRJT,SCEY,5776
VRJT,SEA1,286
VRJT,SGBP,4778
VRJT,SHYQ,4101
VRJT,SMYU,4983
VRJT,STRL,99
VRJT,SXHT,4657
VRJT,TDHV,5169
VRJT,THWA,3842
VRJT,TKXA,5829
VRJT,TMKH,4353
VRJT,TYFR,790
VRJT,UGZX,1797
VRJT,UHGN,5250
VRJT,UHHZ,4627
VRJT,ULLT,4316
VRJT,UMXB,1022
VRJT,VDYD,4659
VRJT,VGHV,2373
VRJT,VKAG,4304
VRJT,VLSB,4453
VRJT,VRJT,1
VRJT,VSMR,5312
VRJT,VWLB,975
VRJT,VYHK,835
VRJT,WEAS,4518
VRJT,WSVC,350
VRJT,WWYK,5058
VRJT,XBGX,879
VRJT,XDAT,5700
VRJT,XLWU,4801
VRJT,XQDT,1110
VRJT,XUMU,5840
VRJT,YAQF,4477
VRJT,YTPM,3875
VRJT,YWHG,4788
VRJT,ZAWN,4037
VRJT,ZFKN,1052
VRJT,ZHTV,4396
VRJT,ZJXD,4216
VRJT,ZNRE,5459
VRJT,ZRCE,5764
VSMR,AEDY,5862
VSMR,AGGN,8300
VSMR,AJJY,2546
VSMR,AJXF,8416
VSMR,AQLM,8674
VSMR,ASHE,5406
VSMR,ATXK,3416
VSMR,AVXV,5829
VSMR,AWUB,8562
VSMR,BAEY,7340
VSMR,BBJM,8779
VSMR,BJHZ,8564
VSMR,BPWZ,8189
VSMR,BQWK,5652
VSMR,BRKR,8646
VSMR,BWKR,8456
VSMR,BXUR,8414
VSMR,CTGC,8246
VSMR,CWKW,4486
VSMR,CYWF,8457
VSMR,CZQZ,8187
VSMR,DDPF,8446
VSMR,DESR,7432
VSMR,DKFX,8759
VSMR,DNNL,8651
VSMR,DPNB,8148
VSMR,DVLK,1288
VSMR,DYCS,8241
VSMR,ETZB,7696
VSMR,EYBD,1260
VSMR,FAXN,5555
VSMR,FBNV,8003
VSMR,FGDC,1959
VSMR,FGWB,8657
VSMR,FJXT,8397
VSMR,FNWZ,8390
VSMR,FTEP,8815
VSMR,FTEV,8825
VSMR,FTFA,8824
VSMR,FTZH,5605
VSMR,FUQN,5523
VSMR,FUZD,7669
VSMR,FXSB,5806
VSMR,GAMH,8651
VSMR,GHLN,7830
VSMR,GJKZ,7168
VSMR,GKVB,5928
VSMR,GUQE,8177
VSMR,GYRZ,5554
VSMR,HNTK,5565
VSMR,HPBF,5616
VSMR,HTUX,8092
VSMR,HUUA,7653
VSMR,JEAH,5521
VSMR,JFSD,7663
VSMR,JREZ,8151
VSMR,KJGW,7360
VSMR,KNMD,5837
VSMR,KRSM,7611
VSMR,KWRD,8158
VSMR,KYJL,9196
VSMR,KZTV,5837
VSMR,LEXG,8804
VSMR,LSGE,8904
VSMR,LXEZ,2033
VSMR,LYAX,5846
VSMR,MAHG,8783
VSMR,MBPB,8573
VSMR,MEPJ,2460
VSMR,MHMV,8047
VSMR,MQNA,7205
VSMR,MSET,5833
VSMR,MSQB,8293
VSMR,MUHJ,8520
VSMR,MYXZ,8743
VSMR,NKAK,8469
VSMR,NNGX,8189
VSMR,NRCH,7895
VSMR,NUEX,7892
VSMR,NVZR,9035
VSMR,NWXN,5539
VSMR,NZAS,7363
VSMR,OPA1,5578
VSMR,PCZP,7682
VSMR,PJVY,8379
VSMR,PNQS,8719
VSMR,PQWY,7031
VSMR,PRQE,8207
VSMR,PSXE,8553
VSMR,PTFL,8343
VSMR,QFQE,5837
VSMR,QJKL,7904
VSMR,QJVF,7561
VSMR,QKJA,7720
VSMR,QSEU,8845
VSMR,QYZH,7404
VSMR,RDRD,8718
VSMR,RKMF,7690
VSMR,RZQH,7723
VSMR,SBDW,8529
VSMR,SCEY,7676
VSMR,SEA1,5534
VSMR,SGBP,8057
VSMR,SHYQ,8333
VSMR,SMYU,2492
VSMR,STRL,5398
VSMR,SXHT,9032
VSMR,TDHV,7943
VSMR,THWA,8062
VSMR,TKXA,7596
VSMR,TMKH,8629
VSMR,TYFR,5595
VSMR,UGZX,3596
VSMR,UHGN,8517
VSMR,UHHZ,8742
VSMR,ULLT,9495
VSMR,UMXB,6331
VSMR,VDYD,8314
VSMR,VGHV,2969
VSMR,VKAG,8622
VSMR,VLSB,8692
VSMR,VRJT,5312
VSMR,VSMR,1
VSMR,VWLB,5665
VSMR,VYHK,5627
VSMR,WEAS,8395
VSMR,WSVC,5647
VSMR,WWYK,8316
VSMR,XBGX,6146
VSMR,XDAT,7349
VSMR,XLWU,8864
VSMR,XQDT,5905
VSMR,XUMU,7515
VSMR,YAQF,8003
VSMR,YTPM,8206
VSMR,YWHG,8234
VSMR,ZAWN,8333
VSMR,ZFKN,5807
VSMR,ZHTV,8317
VSMR,ZJXD,8050
VSMR,ZNRE,2852
VSMR,ZRCE,7834
VWLB,AEDY,203
VWLB,AGGN,4294
VWLB,AJJY,6362
VWLB,AJXF,3374
VWLB,AQLM,3853
VWLB,ASHE,467
VWLB,ATXK,2563
VWLB,AVXV,6338
VWLB,AWUB,4215
VWLB,BAEY,4687
VWLB,BBJM,3775
VWLB,BJHZ,4452
VWLB,BPWZ,4646
VWLB,BQWK,1051
VWLB,BRKR,3936
VWLB,BWKR,3936
VWLB,BXUR,3378
VWLB,CTGC,3610
VWLB,CWKW,1743
VWLB,CYWF,3825
VWLB,CZQZ,4432
VWLB,DDPF,4325
VWLB,DESR,4757
VWLB,DKFX,3732
VWLB,DNNL,3536
VWLB,DPNB,3610
VWLB,DVLK,5579
VWLB,DYCS,3437
VWLB,ETZB,4885
VWLB,EYBD,5589
VWLB,FAXN,186
VWLB,FBNV,4763
VWLB,FGDC,4933
VWLB,FGWB,3844
VWLB,FJXT,3312
VWLB,FNWZ,4418
VWLB,FTEP,4057
VWLB,FTEV,4073
VWLB,FTFA,4065
VWLB,FTZH,1239
VWLB,FUQN,1072
VWLB,FUZD,4876
VWLB,FXSB,3921
VWLB,GAMH,4231
VWLB,GHLN,4158
VWLB,GJKZ,4167
VWLB,GKVB,264
VWLB,GUQE,3986
VWLB,GYRZ,177
VWLB,HNTK,1123
VWLB,HPBF,1075
