Name,DepOrd Day,Locked,Rln Scope,Goal,GoalDate,Split,Retrograde,Total STons,PAX,POL,Num Pallets,Num Containers,Commodity,Commodity Index,Service,Split RLN Code,Cargo Category Code,Parent Unit Code,Unit Name,Description,TPSN,Vehicle Name,Vehicle Count,Brigade Key,UTC,UIC,First FM,RLD,Origin,Planning Origin,Planning Origin Penalty,Air ALD,Sea ALD,ALD,APOE,SPOE,TPFDD POE,SIL,SIL Mode,SIL Delay,EAD,LAD,PAX Strat Mode,Cargo Strat Mode,Dep Means,APOD,SPOD,TPFDD POD,RDD,Destination,Theater,Operation,FM List,Organization,Next Rln,MaxSched Day,Bulk STons,Oversize STons,Outsize STons,Rln Priority,Tpfdd Priority
1:0YBUC,0,NO,STRAT,DST,37,NO,NO,1727.8,0,0,0,152,AIRBORNE,5,ARMY,1:0YBU,"",,"",QM AD EQ  SPT CO ABN CORP,01082,,0,ABN,HHXNN,"",ABN,0,HCTL,HCTL,0,0,26,26,TMKH,SBEA,SBEA,"",NONE,0,35,37,NONE,Water,0,"",HNTS,HNTS,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,1727.8,1727.8,1727.8,2147483647,9999
1:0YBUP,0,NO,STRAT,DST,37,NO,NO,.0,327,0,0,0,AIRBORNE,5,ARMY,1:0YBU,"",,"",QM AD EQ  SPT CO ABN CORP,01082,,0,ABN,HHXNN,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YBVC,0,NO,STRAT,DST,37,NO,NO,672.0,0,0,0,6,AIRBORNE,5,ARMY,1:0YBV,"",,"",HQ   SUP CO S T BN ABN DI,01082,,0,ABN,JG5NN,"",ABN,0,HCTL,HCTL,0,0,26,26,TMKH,SBEA,SBEA,"",NONE,0,35,37,NONE,Water,0,"",HNTS,HNTS,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,672,672,672,2147483647,9999
1:0YBVP,0,NO,STRAT,DST,37,NO,NO,.0,184,0,0,0,AIRBORNE,5,ARMY,1:0YBV,"",,"",HQ   SUP CO S T BN ABN DI,01082,,0,ABN,JG5NN,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YBWC,0,NO,STRAT,DST,37,NO,NO,199.0,0,0,0,3,AIRBORNE,5,ARMY,1:0YBW,"",,"",SVC SPT CO MI BN ABN DIV,01082,,0,ABN,PE4NN,"",ABN,0,HCTL,HCTL,0,0,22,22,TMKH,DKSD,DKSD,"",NONE,0,35,37,NONE,Water,0,"",VKNP,VKNP,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,199,199,199,2147483647,9999
1:0YBWP,0,NO,STRAT,DST,37,NO,NO,.0,70,0,0,0,AIRBORNE,5,ARMY,1:0YBW,"",,"",INTEL SURVL CO MI BN ABN,01082,,0,ABN,PD4NN,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YBYC,0,NO,STRAT,DST,37,NO,NO,241.0,0,0,0,4,AIRBORNE,5,ARMY,1:0YBY,"",,"","HQ,HQ OP CO MI BN ABN DIV",01082,,0,ABN,PB4NN,"",ABN,0,HCTL,HCTL,0,0,26,26,TMKH,SBEA,SBEA,"",NONE,0,35,37,NONE,Water,0,"",HNTS,HNTS,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,241,241,241,2147483647,9999
1:0YBYP,0,NO,STRAT,DST,37,NO,NO,.0,98,0,0,0,AIRBORNE,5,ARMY,1:0YBY,"",,"","HQ,HQ OP CO MI BN ABN DIV",01082,,0,ABN,PB4NN,"",ABN,0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YC C,0,NO,STRAT,DST,37,NO,NO,142.6,0,0,0,1,AIRBORNE,5,ARMY,1:0YC,"",,"",HHC AIRBORNE BRIGADE,01082,,0,"",3MBNN,"","",0,HCTL,HCTL,0,0,26,26,TMKH,SBEA,SBEA,"",NONE,0,35,37,NONE,Water,0,"",HNTS,HNTS,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,142.6,142.6,142.6,2147483647,9999
1:0YC P,0,NO,STRAT,DST,37,NO,NO,.0,87,0,0,0,AIRBORNE,5,ARMY,1:0YC,"",,"",HHC AIRBORNE BRIGADE,01082,,0,"",3MBNN,"","",0,HCTL,HCTL,0,35,0,35,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YCAC,0,NO,STRAT,DST,37,NO,NO,730.9,0,0,0,1,AIRBORNE,5,ARMY,1:0YCA,"",,"",INF BN  ABN,01082,,0,ABN,0YSNN,"",ABN,0,HCTL,HCTL,0,0,15,15,TMKH,WPVT,WPVT,"",NONE,0,35,37,NONE,Water,0,"",HNTS,HNTS,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,730.9,730.9,730.9,2147483647,9999
1:0YCAP,0,NO,STRAT,DST,37,NO,NO,.0,675,0,0,0,AIRBORNE,5,ARMY,1:0YCA,"",,"",INF BN  ABN,01082,,0,ABN,0YSNN,"",ABN,0,HCTL,HCTL,0,36,0,36,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YCBC,0,NO,STRAT,DST,37,NO,NO,730.9,0,0,0,1,AIRBORNE,5,ARMY,1:0YCB,"",,"",INF BN  ABN,01082,,0,ABN,0YSNN,"",ABN,0,HCTL,HCTL,0,0,15,15,TMKH,WPVT,WPVT,"",NONE,0,35,37,NONE,Water,0,"",HNTS,HNTS,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,730.9,730.9,730.9,2147483647,9999
1:0YCBP,0,NO,STRAT,DST,37,NO,NO,.0,675,0,0,0,AIRBORNE,5,ARMY,1:0YCB,"",,"",INF BN  ABN,01082,,0,ABN,0YSNN,"",ABN,0,HCTL,HCTL,0,36,0,36,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0YCCC,0,NO,STRAT,DST,37,NO,NO,730.9,0,0,0,1,AIRBORNE,5,ARMY,1:0YCC,"",,"",INF BN  ABN,01082,,0,ABN,0YSNN,"",ABN,0,HCTL,HCTL,0,0,26,26,TMKH,SBEA,SBEA,"",NONE,0,35,37,NONE,Water,0,"",HNTS,HNTS,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,730.9,730.9,730.9,2147483647,9999
1:0YCCP,0,NO,STRAT,DST,37,NO,NO,.0,675,0,0,0,AIRBORNE,5,ARMY,1:0YCC,"",,"",INF BN  ABN,01082,,0,ABN,0YSNN,"",ABN,0,HCTL,HCTL,0,36,0,36,TMKH,"",TMKH,"",NONE,0,35,37,Air,NONE,0,FUQN,"",FUQN,37,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0ZABC,0,NO,STRAT,DST,43,NO,NO,345.8,0,0,0,0,MECH-INFANTR,7,ARMY,1:0ZAB,"",,"",24TH INF DIV (MECH) ADVON,04024,,0,24M,0L766,"",24M,15,HKUZ,HKUZ,0,0,26,26,LEXG,SBEA,SBEA,"",NONE,0,35,40,NONE,Water,0,"",HNTS,HNTS,43,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,345.80002,345.80002,345.80002,2147483647,9999
1:0ZABP,0,NO,STRAT,DST,43,NO,NO,.0,100,0,0,0,MECH-INFANTR,7,ARMY,1:0ZAB,"",,"",24TH INF DIV (MECH) ADVON,04024,,0,24M,0L766,"",24M,15,HKUZ,HKUZ,0,37,0,37,LEXG,"",LEXG,"",NONE,0,35,40,Air,NONE,0,FUQN,"",FUQN,43,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0ZACA,0,NO,STRAT,DST,33,NO,NO,.0,2401,0,0,0,MECH-INFANTR,7,ARMY,,"",,"",24TH INF DIV (MECH) - PAX ONLY,04024,,0,24M,0L766,"",24M,20,HKUZ,HKUZ,0,28,0,28,LEXG,"",LEXG,"",NONE,0,28,31,Air,NONE,0,FUQN,"",FUQN,33,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0ZACB,0,NO,STRAT,DST,33,NO,NO,.0,2002,0,0,0,MECH-INFANTR,7,ARMY,,"",,"",24TH INF DIV (MECH) - PAX ONLY,04024,,0,24M,0L766,"",24M,20,HKUZ,HKUZ,0,29,0,29,LEXG,"",LEXG,"",NONE,0,28,31,Air,NONE,0,FUQN,"",FUQN,33,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0ZACD,0,NO,STRAT,DST,33,NO,NO,.0,2002,0,0,0,MECH-INFANTR,7,ARMY,,"",,"",24TH INF DIV (MECH) - PAX ONLY,04024,,0,24M,0L766,"",24M,20,HKUZ,HKUZ,0,30,0,30,LEXG,"",LEXG,"",NONE,0,28,31,Air,NONE,0,FUQN,"",FUQN,33,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0ZACG,0,NO,STRAT,DST,33,NO,NO,.0,1306,0,0,0,MECH-INFANTR,7,ARMY,,"",,"",24TH INF DIV (MECH) - PAX ONLY,04024,,0,24M,0L766,"",24M,20,HKUZ,HKUZ,0,30,0,30,LEXG,"",LEXG,"",NONE,0,28,31,Air,NONE,0,FUQN,"",FUQN,33,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0ZACH,0,NO,STRAT,DST,33,NO,NO,.0,1306,0,0,0,MECH-INFANTR,7,ARMY,,"",,"",24TH INF DIV (MECH) - PAX ONLY,04024,,0,24M,0L766,"",24M,20,HKUZ,HKUZ,0,31,0,31,LEXG,"",LEXG,"",NONE,0,28,31,Air,NONE,0,FUQN,"",FUQN,33,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0ZBB,0,NO,STRAT,DST,28,NO,NO,225.2,0,0,0,3,MECH-INFANTR,7,ARMY,,"",,"",HHC INF DIV  MECH  BDE,04024,,0,INF,0H766,"",INF,2,HKUZ,HKUZ,0,0,15,15,LEXG,DKSD,DKSD,"",NONE,0,22,26,NONE,Water,0,"",VKNP,VKNP,28,BQWK,Tunisia,THEATER1,"",BIR EL ATER,"",9999,225.19998,225.19998,225.19998,2147483647,9999
1:0ZCB,0,NO,STRAT,DST,28,NO,NO,3236.1,0,0,0,23,MECH-INFANTR,7,ARMY,,"",,"",INF BN MECH E/W BFVS,04024,,0,INF,0M666,"",INF,2,HKUZ,HKUZ,0,0,15,15,LEXG,DKSD,DKSD,"",NONE,0,22,26,NONE,Water,0,"",VKNP,VKNP,28,BQWK,Tunisia,THEATER1,"",BIR EL ATER,"",9999,3236.0999,3236.0999,3236.0999,2147483647,9999
1:0ZDA,0,NO,STRAT,DST,28,NO,NO,225.2,0,0,0,3,MECH-INFANTR,7,ARMY,,"",,"",HHC INF DIV  MECH  BDE,04024,,0,INF,0H766,"",INF,5,HKUZ,HKUZ,0,0,15,15,LEXG,DKSD,DKSD,"",NONE,0,22,26,NONE,Water,0,"",VKNP,VKNP,28,BQWK,Tunisia,THEATER1,"",BIR EL ATER,"",9999,225.19998,225.19998,225.19998,2147483647,9999
1:0ZDB,0,NO,STRAT,DST,28,NO,NO,3236.1,0,0,0,23,MECH-INFANTR,7,ARMY,,"",,"",INF BN MECH E/W BFVS,04024,,0,INF,0M666,"",INF,5,HKUZ,HKUZ,0,0,15,15,LEXG,DKSD,DKSD,"",NONE,0,22,26,NONE,Water,0,"",VKNP,VKNP,28,BQWK,Tunisia,THEATER1,"",BIR EL ATER,"",9999,3236.0999,3236.0999,3236.0999,2147483647,9999
1:0ZDC,0,NO,STRAT,DST,28,NO,NO,3236.1,0,0,0,23,MECH-INFANTR,7,ARMY,,"",,"",INF BN MECH E/W BFVS,04024,,0,INF,0M666,"",INF,5,HKUZ,HKUZ,0,0,15,15,LEXG,DKSD,DKSD,"",NONE,0,22,26,NONE,Water,0,"",VKNP,VKNP,28,BQWK,Tunisia,THEATER1,"",BIR EL ATER,"",9999,3236.0999,3236.0999,3236.0999,2147483647,9999
1:0ZHCC,0,NO,STRAT,DST,34,NO,NO,6415.9,0,0,0,3,ARMOR,6,ARMY,1:0ZHC,"",,"","TANK BATTALION, EQ/W, M6O",02002,,0,CTK,2JTTT,"",CTK,2,HFTZ,HFTZ,0,0,22,22,UHGN,DKSD,DKSD,"",NONE,0,28,33,NONE,Water,0,"",VKNP,VKNP,34,NWXN,Tunisia,THEATER1,"",MADANIYIN,"",9999,6415.899,6415.899,6415.899,2147483647,9999
1:0ZHCP,0,NO,STRAT,DST,34,NO,NO,.0,633,0,0,0,ARMOR,6,ARMY,1:0ZHC,"",,"","TANK BATTALION, EQ/W, M6O",02002,,0,CTK,2JTTT,"",CTK,2,HFTZ,HFTZ,0,30,0,30,UHGN,"",UHGN,"",NONE,0,28,33,Air,NONE,0,JEAH,"",JEAH,34,JEAH,Tunisia,THEATER1,"",JERBA-ZARZIS,"",9999,0,0,0,2147483647,9999
1:0ZHFC,0,NO,STRAT,DST,34,NO,NO,6415.9,0,0,0,3,ARMOR,6,ARMY,1:0ZHF,"",,"","TANK BATTALION, EQ/W, M6O",02002,,0,CTK,2JTTT,"",CTK,2,HFTZ,HFTZ,0,0,17,17,UHGN,DKSD,DKSD,"",NONE,0,28,33,NONE,Water,0,"",VKNP,VKNP,34,NWXN,Tunisia,THEATER1,"",MADANIYIN,"",9999,6415.899,6415.899,6415.899,2147483647,9999
1:0ZHFP,0,NO,STRAT,DST,34,NO,NO,.0,633,0,0,0,ARMOR,6,ARMY,1:0ZHF,"",,"","TANK BATTALION, EQ/W, M6O",02002,,0,CTK,2JTTT,"",CTK,2,HFTZ,HFTZ,0,30,0,30,UHGN,"",UHGN,"",NONE,0,28,33,Air,NONE,0,JEAH,"",JEAH,34,JEAH,Tunisia,THEATER1,"",JERBA-ZARZIS,"",9999,0,0,0,2147483647,9999
1:5BCAA,0,NO,STRAT,DST,12,NO,NO,.5,12,0,1,0,AF-SUPPORT,1,AIR-FORCE,,"",,"",MNT    F/RF  4 FUEL TANK BU TM 0TR,,,0,CTK,HFBZM,"",CTK,0,HUUA,HUUA,0,10,0,10,QKJA,"",QKJA,"",NONE,0,10,12,Air,Air,0,HNTK,"",HNTK,12,HNTK,Tunisia,THEATER1,"",GABES,"",9999,0.5,0.5,0.5,2147483647,9999
1:5CCAB,0,NO,STRAT,DST,8,NO,NO,4.2,12,0,0,0,AF-SUPPORT,1,AIR-FORCE,,"",,"",MNT     F 16  TANK B-U TM      0TR,,,0,CTK,HFBZP,"",CTK,3,VLSB,VLSB,0,5,0,5,DKFX,"",DKFX,"",NONE,0,5,8,Air,Air,0,FUQN,"",FUQN,8,FUQN,Tunisia,THEATER1,"",THYNA-EL MAOU,"",9999,4.2,4.2,4.2,2147483647,9999
1:5CCAD,0,NO,STRAT,DST,8,NO,NO,4.2,12,0,0,0,AF-SUPPORT,1,AIR-FORCE,,"",,"",MNT     F 16  TANK B-U TM      0TR,,,0,CTK,HFBZP,"",CTK,3,VLSB,VLSB,0,5,0,5,DKFX,"",DKFX,"",NONE,0,5,8,Air,Air,0,FUQN,"",FUQN,8,FUQN,Tunisia,THEATER1,"",THYNA-EL MAOU,"",9999,4.2,4.2,4.2,2147483647,9999
1:5CCAU,0,NO,STRAT,DST,28,NO,NO,4.2,12,0,0,0,AF-SUPPORT,1,AIR-FORCE,,"",,"",MNT     F 16  TANK B-U TM      0TR,,,0,CTK,HFBZP,"",CTK,25,KRSM,KRSM,0,26,0,26,QYZH,"",QYZH,"",NONE,0,26,28,Air,Air,0,HNTK,"",HNTK,28,HNTK,Tunisia,THEATER1,"",GABES,"",9999,4.2,4.2,4.2,2147483647,9999
1:5CCAV,0,NO,STRAT,DST,23,NO,NO,4.2,12,0,0,0,AF-SUPPORT,1,AIR-FORCE,,"",,"",MNT     F 16  TANK B-U TM      0TR,,,0,CTK,HFBZP,"",CTK,20,KRSM,KRSM,0,21,0,21,QYZH,"",QYZH,"",NONE,0,21,23,Air,Air,0,HNTK,"",HNTK,23,HNTK,Tunisia,THEATER1,"",GABES,"",9999,4.2,4.2,4.2,2147483647,9999
1:5HDC9,0,NO,STRAT,DST,21,NO,NO,3.0,0,0,0,0,AF-SUPPORT,1,AIR-FORCE,,"",,"",POL 400  GAL LOX STORAGE TANK  0SR,,,0,CTK,JFDEQ,"",CTK,16,AJJY,AJJY,0,21,0,21,AJJY,"",AJJY,"",NONE,0,21,21,NONE,Air,0,VRJT,"",VRJT,21,VRJT,STRATEGIC,THEATER1,"",SIGONELLA,"",9999,3,3,3,2147483647,9999
1:5NMH1,0,NO,STRAT,DST,28,NO,NO,8.1,0,0,0,0,AF-SUPPORT,1,AIR-FORCE,,"",,"",WATER TANKS (3 EA),,,0,CTK,XFZ99,"",CTK,25,KWRD,KWRD,0,26,0,26,BPWZ,"",BPWZ,"",NONE,0,26,28,NONE,Air,0,FUQN,"",FUQN,28,FUQN,Tunisia,THEATER1,"",THYNA-EL MAOU,"",9999,8.1,8.1,8.1,2147483647,9999
1:AR00040,0,NO,STRAT,DST,43,NO,NO,.0,0,60,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,21,PVSD,PVSD,0,0,21,21,FJXT,AVBU,AVBU,"",NONE,0,37,41,NONE,Water,0,"",HNTS,HNTS,43,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00041,0,NO,STRAT,DST,49,NO,NO,.0,0,73,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,27,PVSD,PVSD,0,0,27,27,FJXT,AVBU,AVBU,"",NONE,0,43,47,NONE,Water,0,"",HNTS,HNTS,49,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00042,0,NO,STRAT,DST,40,NO,NO,.0,0,79,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,18,PVSD,PVSD,0,0,18,18,FJXT,AVBU,AVBU,"",NONE,0,34,38,NONE,Water,0,"",HNTS,HNTS,40,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00043,0,NO,STRAT,DST,43,NO,NO,.0,0,112,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,21,PVSD,PVSD,0,0,21,21,FJXT,AVBU,AVBU,"",NONE,0,37,41,NONE,Water,0,"",HNTS,HNTS,43,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00044,0,NO,STRAT,DST,49,NO,NO,.0,0,138,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,27,PVSD,PVSD,0,0,27,27,FJXT,AVBU,AVBU,"",NONE,0,43,47,NONE,Water,0,"",HNTS,HNTS,49,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00045,0,NO,STRAT,DST,40,NO,NO,.0,0,158,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,18,PVSD,PVSD,0,0,18,18,FJXT,AVBU,AVBU,"",NONE,0,34,38,NONE,Water,0,"",HNTS,HNTS,40,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00046,0,NO,STRAT,DST,43,NO,NO,.0,0,158,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,21,PVSD,PVSD,0,0,21,21,FJXT,AVBU,AVBU,"",NONE,0,37,41,NONE,Water,0,"",HNTS,HNTS,43,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00047,0,NO,STRAT,DST,49,NO,NO,.0,0,158,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,27,PVSD,PVSD,0,0,27,27,FJXT,AVBU,AVBU,"",NONE,0,43,47,NONE,Water,0,"",HNTS,HNTS,49,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00048,0,NO,STRAT,DST,40,NO,NO,.0,0,159,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,18,PVSD,PVSD,0,0,18,18,FJXT,AVBU,AVBU,"",NONE,0,34,38,NONE,Water,0,"",HNTS,HNTS,40,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00049,0,NO,STRAT,DST,43,NO,NO,.0,0,160,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,21,PVSD,PVSD,0,0,21,21,FJXT,AVBU,AVBU,"",NONE,0,37,41,NONE,Water,0,"",HNTS,HNTS,43,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00050,0,NO,STRAT,DST,49,NO,NO,.0,0,160,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,27,PVSD,PVSD,0,0,27,27,FJXT,AVBU,AVBU,"",NONE,0,43,47,NONE,Water,0,"",HNTS,HNTS,49,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00051,0,NO,STRAT,DST,40,NO,NO,.0,0,5,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,18,PVSD,PVSD,0,0,18,18,FJXT,AVBU,AVBU,"",NONE,0,34,38,NONE,Water,0,"",HNTS,HNTS,40,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00052,0,NO,STRAT,DST,43,NO,NO,.0,0,6,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,21,PVSD,PVSD,0,0,21,21,FJXT,AVBU,AVBU,"",NONE,0,37,41,NONE,Water,0,"",HNTS,HNTS,43,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00053,0,NO,STRAT,DST,49,NO,NO,.0,0,6,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,27,PVSD,PVSD,0,0,27,27,FJXT,AVBU,AVBU,"",NONE,0,43,47,NONE,Water,0,"",HNTS,HNTS,49,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00054,0,NO,STRAT,DST,40,NO,NO,.0,0,6,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,18,PVSD,PVSD,0,0,18,18,FJXT,AVBU,AVBU,"",NONE,0,34,38,NONE,Water,0,"",HNTS,HNTS,40,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00055,0,NO,STRAT,DST,43,NO,NO,.0,0,6,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,21,PVSD,PVSD,0,0,21,21,FJXT,AVBU,AVBU,"",NONE,0,37,41,NONE,Water,0,"",HNTS,HNTS,43,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00056,0,NO,STRAT,DST,49,NO,NO,.0,0,6,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,27,PVSD,PVSD,0,0,27,27,FJXT,AVBU,AVBU,"",NONE,0,43,47,NONE,Water,0,"",HNTS,HNTS,49,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00057,0,NO,STRAT,DST,40,NO,NO,.0,0,6,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,18,PVSD,PVSD,0,0,18,18,FJXT,AVBU,AVBU,"",NONE,0,34,38,NONE,Water,0,"",HNTS,HNTS,40,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00058,0,NO,STRAT,DST,43,NO,NO,.0,0,6,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,21,PVSD,PVSD,0,0,21,21,FJXT,AVBU,AVBU,"",NONE,0,37,41,NONE,Water,0,"",HNTS,HNTS,43,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00059,0,NO,STRAT,DST,49,NO,NO,.0,0,6,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,27,PVSD,PVSD,0,0,27,27,FJXT,AVBU,AVBU,"",NONE,0,43,47,NONE,Water,0,"",HNTS,HNTS,49,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00060,0,NO,STRAT,DST,40,NO,NO,.0,0,6,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,18,PVSD,PVSD,0,0,18,18,FJXT,AVBU,AVBU,"",NONE,0,34,38,NONE,Water,0,"",HNTS,HNTS,40,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:AR00061,0,NO,STRAT,DST,43,NO,NO,.0,0,6,0,0,POL,26,ARMY,,GAD,,"",3A,,,0,POL,"","",POL,21,PVSD,PVSD,0,0,21,21,FJXT,AVBU,AVBU,"",NONE,0,37,41,NONE,Water,0,"",HNTS,HNTS,43,HNTM,Tunisia,THEATER1,"","","",9999,0,0,0,2147483647,9999
1:FR00020,0,NO,STRAT,DST,48,NO,NO,119.2,0,0,0,0,RESUPPLY,24,AIR-FORCE,,JCD,,"",MAJ END IT,,,0,"","","","",42,XCYE,XCYE,0,42,0,42,MBPB,"",MBPB,"",NONE,0,43,47,NONE,Air,0,HNTK,"",HNTK,48,HNTM,Tunisia,THEATER1,"","","",9999,119.2,119.2,119.2,2147483647,9999
1:FR00021,0,NO,STRAT,DST,38,NO,NO,124.0,0,0,0,0,RESUPPLY,24,AIR-FORCE,,JCD,,"",MAJ END IT,,,0,"","","","",32,PVSD,PVSD,0,32,0,32,FJXT,"",FJXT,"",NONE,0,33,37,NONE,Air,0,HNTK,"",HNTK,38,HNTM,Tunisia,THEATER1,"","","",9999,124,124,124,2147483647,9999
1:FR00022,0,NO,STRAT,DST,43,NO,NO,124.0,0,0,0,0,RESUPPLY,24,AIR-FORCE,,JCD,,"",MAJ END IT,,,0,"","","","",37,XCYE,XCYE,0,37,0,37,MBPB,"",MBPB,"",NONE,0,38,42,NONE,Air,0,HNTK,"",HNTK,43,HNTM,Tunisia,THEATER1,"","","",9999,124,124,124,2147483647,9999
1:FR00023,0,NO,STRAT,DST,31,NO,NO,124.0,0,0,0,0,RESUPPLY,24,AIR-FORCE,,JCD,,"",MAJ END IT,,,0,"","","","",25,XCYE,XCYE,0,25,0,25,MBPB,"",MBPB,"",NONE,0,26,30,NONE,Air,0,HNTK,"",HNTK,31,HNTM,Tunisia,THEATER1,"","","",9999,124,124,124,2147483647,9999
