Type,Name,Theater,SupplyClassNumber,SubClass,FuelClass,Intensity1Rate,Intensity2Rate,Intensity3Rate,Intensity4Rate
UTC,3GSLC,1,7,"","",0.012,0.012,0.012,0.012
UTC,3GSLC,1,9,"","",0.107,0.107,0.107,0.107
UTC,3GSLC,3,1,"","",12.34,12.34,12.34,12.34
UTC,3GSLC,3,2,"","",0.21,0.21,0.21,0.21
UTC,3GSLC,3,3,P,"",0.007,0.007,0.007,0.007
UTC,3GSLC,3,6,"","",1.08,1.08,1.08,1.08
UTC,3GSLC,3,7,"","",0.012,0.012,0.012,0.012
UTC,3GSLC,3,9,"","",0.107,0.107,0.107,0.107
UTC,3GSLD,1,1,"","",12.34,12.34,12.34,12.34
UTC,3GSLD,1,2,"","",0.056,0.056,0.056,0.056
UTC,3GSLD,1,3,A,JP5,47.555,41.373,33.098,16.078
UTC,3GSLD,1,3,P,"",0,0,0,0
UTC,3GSLD,1,6,"","",1.08,1.08,1.08,1.08
UTC,3GSLD,1,7,"","",0.183,0.183,0.183,0.183
UTC,3GSLD,1,9,"","",0.014,0.014,0.014,0.014
UTC,3GSLD,3,1,"","",12.34,12.34,12.34,12.34
UTC,3GSLD,3,2,"","",0.056,0.056,0.056,0.056
UTC,3GSLD,3,3,A,JP5,47.555,41.373,33.098,16.078
UTC,3GSLD,3,3,P,"",0,0,0,0
UTC,3GSLD,3,6,"","",1.08,1.08,1.08,1.08
UTC,3GSLD,3,7,"","",0.183,0.183,0.183,0.183
UTC,3GSLD,3,9,"","",0.014,0.014,0.014,0.014
UTC,3GSLE,1,1,"","",12.34,12.34,12.34,12.34
UTC,3GSLE,1,3,A,JP5,44.583,33.437,24.52,15.073
UTC,3GSLE,1,6,"","",1.08,1.08,1.08,1.08
UTC,3GSLE,3,1,"","",12.34,12.34,12.34,12.34
UTC,3GSLE,3,3,A,JP5,44.583,33.437,24.52,15.073
UTC,3GSLE,3,6,"","",1.08,1.08,1.08,1.08
UTC,3GSLF,1,1,"","",12.34,12.34,12.34,12.34
UTC,3GSLF,1,3,A,JP5,67.935,50.951,37.364,22.969
UTC,3GSLF,1,6,"","",1.08,1.08,1.08,1.08
UTC,3GSLF,3,1,"","",12.34,12.34,12.34,12.34
UTC,3GSLF,3,3,A,JP5,67.935,50.951,37.364,22.969
UTC,3GSLF,3,6,"","",1.08,1.08,1.08,1.08
UTC,3HCSA,1,1,"","",12.34,12.34,12.34,12.34
UTC,3HCSA,1,2,"","",65.94,65.94,65.94,65.94
UTC,3HCSA,1,3,P,"",0.62,0.62,0.62,0.62
UTC,3HCSA,1,6,"","",1.08,1.08,1.08,1.08
UTC,3HCSA,1,7,"","",0.13,0.13,0.13,0.13
UTC,3HCSA,1,9,"","",19.65,19.65,19.65,19.65
UTC,3HCSA,3,1,"","",12.34,12.34,12.34,12.34
UTC,3HCSA,3,2,"","",65.94,65.94,65.94,65.94
UTC,3HCSA,3,3,P,"",0.62,0.62,0.62,0.62
UTC,3HCSA,3,6,"","",1.08,1.08,1.08,1.08
UTC,3HCSA,3,7,"","",0.13,0.13,0.13,0.13
UTC,3HCSA,3,9,"","",19.65,19.65,19.65,19.65
UTC,3HMAA,1,1,"","",12.34,12.34,12.34,12.34
UTC,3HMAA,1,2,"","",0.01,0.01,0.01,0.01
UTC,3HMAA,1,3,A,JP5,0,50.826,0,50.826
UTC,3HMAA,1,3,W,F76,0,0,0,0
UTC,3HMAA,1,4,"","",0,0,0,0
UTC,3HMAA,1,6,"","",1.08,1.08,1.08,1.08
UTC,3HMAA,1,7,"","",0.011,0.011,0.011,0.011
UTC,3HMAA,1,9,"","",0.002,0.002,0.002,0.002
UTC,3HMAA,3,1,"","",12.34,12.34,12.34,12.34
UTC,3HMAA,3,2,"","",0.01,0.01,0.01,0.01
UTC,3HMAA,3,3,A,JP5,0,50.826,0,50.826
UTC,3HMAA,3,3,W,F76,0,0,0,0
UTC,3HMAA,3,4,"","",0,0,0,0
UTC,3HMAA,3,6,"","",1.08,1.08,1.08,1.08
UTC,3HMAA,3,7,"","",0.011,0.011,0.011,0.011
UTC,3HMAA,3,9,"","",0.002,0.002,0.002,0.002
UTC,3JATC,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JATC,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JATC,1,7,"","",0.032,0.032,0.032,0.032
UTC,3JATC,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JATC,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JATC,3,7,"","",0.032,0.032,0.032,0.032
UTC,3JATG,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JATG,1,2,"","",0.298,0.298,0.298,0.298
UTC,3JATG,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JATG,1,7,"","",0.148,0.148,0.148,0.148
UTC,3JATG,1,9,"","",0.018,0.018,0.018,0.018
UTC,3JATG,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JATG,3,2,"","",0.298,0.298,0.298,0.298
UTC,3JATG,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JATG,3,7,"","",0.148,0.148,0.148,0.148
UTC,3JATG,3,9,"","",0.018,0.018,0.018,0.018
UTC,3JE25,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JE25,1,2,"","",0.203,0.203,0.203,0.203
UTC,3JE25,1,3,P,"",0,0,0,0
UTC,3JE25,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JE25,1,7,"","",0,0,0,0
UTC,3JE25,1,9,"","",0.008,0.008,0.008,0.008
UTC,3JE25,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JE25,3,2,"","",0.203,0.203,0.203,0.203
UTC,3JE25,3,3,P,"",0,0,0,0
UTC,3JE25,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JE25,3,7,"","",0,0,0,0
UTC,3JE25,3,9,"","",0.008,0.008,0.008,0.008
UTC,3JF04,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JF04,1,2,"","",0.005,0.005,0.005,0.005
UTC,3JF04,1,3,P,"",0,0,0,0
UTC,3JF04,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JF04,1,7,"","",0.006,0.006,0.006,0.006
UTC,3JF04,1,9,"","",0.004,0.004,0.004,0.004
UTC,3JF04,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JF04,3,2,"","",0.005,0.005,0.005,0.005
UTC,3JF04,3,3,P,"",0,0,0,0
UTC,3JF04,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JF04,3,7,"","",0.006,0.006,0.006,0.006
UTC,3JF04,3,9,"","",0.004,0.004,0.004,0.004
UTC,3JF22,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JF22,1,3,A,JP5,72.616,61.723,50.831,18.594
UTC,3JF22,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JF22,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JF22,3,3,A,JP5,72.616,61.723,50.831,18.594
UTC,3JF22,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JP20,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JP20,1,3,A,JP5,201.709,171.453,141.196,51.65
UTC,3JP20,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JP20,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JP20,3,3,A,JP5,201.709,171.453,141.196,51.65
UTC,3JP20,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JP21,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JP21,1,2,"","",0.085,0.085,0.085,0.085
UTC,3JP21,1,3,A,JP5,127.024,107.97,88.917,32.526
UTC,3JP21,1,3,P,"",0.003,0.003,0.003,0.003
UTC,3JP21,1,3,W,F76,0,0,0,0
UTC,3JP21,1,4,"","",0.008,0.008,0.008,0.008
UTC,3JP21,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JP21,1,7,"","",0.02,0.02,0.02,0.02
UTC,3JP21,1,9,"","",0.104,0.104,0.104,0.104
UTC,3JP21,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JP21,3,2,"","",0.085,0.085,0.085,0.085
UTC,3JP21,3,3,A,JP5,127.024,107.97,88.917,32.526
UTC,3JP21,3,3,P,"",0.003,0.003,0.003,0.003
UTC,3JP21,3,3,W,F76,0,0,0,0
UTC,3JP21,3,4,"","",0.008,0.008,0.008,0.008
UTC,3JP21,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JP21,3,7,"","",0.02,0.02,0.02,0.02
UTC,3JP21,3,9,"","",0.104,0.104,0.104,0.104
UTC,3JP23,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JP23,1,2,"","",0.012,0.012,0.012,0.012
UTC,3JP23,1,3,A,JP5,73.909,62.822,51.736,18.925
UTC,3JP23,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JP23,1,9,"","",0.008,0.008,0.008,0.008
UTC,3JP23,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JP23,3,2,"","",0.012,0.012,0.012,0.012
UTC,3JP23,3,3,A,JP5,73.909,62.822,51.736,18.925
UTC,3JP23,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JP23,3,9,"","",0.008,0.008,0.008,0.008
UTC,3JP41,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JP41,1,2,"","",0.002,0.002,0.002,0.002
UTC,3JP41,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JP41,1,7,"","",0.178,0.178,0.178,0.178
UTC,3JP41,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JP41,3,2,"","",0.002,0.002,0.002,0.002
UTC,3JP41,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JP41,3,7,"","",0.178,0.178,0.178,0.178
UTC,3JP42,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JP42,1,2,"","",0.008,0.008,0.008,0.008
UTC,3JP42,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JP42,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JP42,3,2,"","",0.008,0.008,0.008,0.008
UTC,3JP42,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JY65,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JY65,1,2,"","",0.002,0.002,0.002,0.002
UTC,3JY65,1,3,A,JP5,0,14.193,0,7.569
UTC,3JY65,1,3,W,F76,0,0,0,0
UTC,3JY65,1,4,"","",0,0,0,0
UTC,3JY65,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JY65,1,7,"","",0,0,0,0
UTC,3JY65,1,9,"","",0,0,0,0
UTC,3JY65,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JY65,3,2,"","",0.002,0.002,0.002,0.002
UTC,3JY65,3,3,A,JP5,0,14.193,0,7.569
UTC,3JY65,3,3,W,F76,0,0,0,0
UTC,3JY65,3,4,"","",0,0,0,0
UTC,3JY65,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JY65,3,7,"","",0,0,0,0
UTC,3JY65,3,9,"","",0,0,0,0
UTC,3JYAA,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JYAA,1,2,"","",0.16,0.16,0.16,0.16
UTC,3JYAA,1,3,A,JP5,0,18.493,0,9.863
UTC,3JYAA,1,3,P,"",0,0,0,0
UTC,3JYAA,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JYAA,1,7,"","",0.001,0.001,0.001,0.001
UTC,3JYAA,1,9,"","",0.008,0.008,0.008,0.008
UTC,3JYAA,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JYAA,3,2,"","",0.16,0.16,0.16,0.16
UTC,3JYAA,3,3,A,JP5,0,18.493,0,9.863
UTC,3JYAA,3,3,P,"",0,0,0,0
UTC,3JYAA,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JYAA,3,7,"","",0.001,0.001,0.001,0.001
UTC,3JYAA,3,9,"","",0.008,0.008,0.008,0.008
UTC,3JZAB,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JZAB,1,3,A,JP5,0,11.76,0,0
UTC,3JZAB,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JZAB,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JZAB,3,3,A,JP5,0,11.76,0,0
UTC,3JZAB,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JZAC,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JZAC,1,2,"","",0,0,0,0
UTC,3JZAC,1,3,A,JP5,0,56,0,0
UTC,3JZAC,1,3,W,F76,0,0,0,0
UTC,3JZAC,1,4,"","",0,0,0,0
UTC,3JZAC,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JZAC,1,7,"","",0,0,0,0
UTC,3JZAC,1,9,"","",0,0,0,0
UTC,3JZAC,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JZAC,3,2,"","",0,0,0,0
UTC,3JZAC,3,3,A,JP5,0,56,0,0
UTC,3JZAC,3,3,W,F76,0,0,0,0
UTC,3JZAC,3,4,"","",0,0,0,0
UTC,3JZAC,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JZAC,3,7,"","",0,0,0,0
UTC,3JZAC,3,9,"","",0,0,0,0
UTC,3JZAD,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JZAD,1,2,"","",0,0,0,0
UTC,3JZAD,1,3,A,JP5,0,33.712,0,0
UTC,3JZAD,1,3,W,F76,0,0,0,0
UTC,3JZAD,1,4,"","",0,0,0,0
UTC,3JZAD,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JZAD,1,7,"","",0,0,0,0
UTC,3JZAD,1,9,"","",0,0,0,0
UTC,3JZAD,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JZAD,3,2,"","",0,0,0,0
UTC,3JZAD,3,3,A,JP5,0,33.712,0,0
UTC,3JZAD,3,3,W,F76,0,0,0,0
UTC,3JZAD,3,4,"","",0,0,0,0
UTC,3JZAD,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JZAD,3,7,"","",0,0,0,0
UTC,3JZAD,3,9,"","",0,0,0,0
UTC,3JZAE,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JZAE,1,3,A,JP5,0,5.124,0,0
UTC,3JZAE,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JZAE,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JZAE,3,3,A,JP5,0,5.124,0,0
UTC,3JZAE,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JZAF,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JZAF,1,3,A,JP5,0,9.966,0,0
UTC,3JZAF,1,3,W,F76,0,0,0,0
UTC,3JZAF,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JZAF,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JZAF,3,3,A,JP5,0,9.966,0,0
UTC,3JZAF,3,3,W,F76,0,0,0,0
UTC,3JZAF,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JZAG,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JZAG,1,2,"","",0,0,0,0
UTC,3JZAG,1,3,A,JP5,0,95.23,0,0
UTC,3JZAG,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JZAG,1,9,"","",0,0,0,0
UTC,3JZAG,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JZAG,3,2,"","",0,0,0,0
UTC,3JZAG,3,3,A,JP5,0,95.23,0,0
UTC,3JZAG,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JZAG,3,9,"","",0,0,0,0
UTC,3JZAH,1,1,"","",12.34,12.34,12.34,12.34
UTC,3JZAH,1,2,"","",0.036,0.036,0.036,0.036
UTC,3JZAH,1,3,A,JP5,0,108.146,0,0
UTC,3JZAH,1,3,P,"",0.007,0.007,0.007,0.007
UTC,3JZAH,1,6,"","",1.08,1.08,1.08,1.08
UTC,3JZAH,1,7,"","",0,0,0,0
UTC,3JZAH,1,9,"","",0.038,0.038,0.038,0.038
UTC,3JZAH,3,1,"","",12.34,12.34,12.34,12.34
UTC,3JZAH,3,2,"","",0.036,0.036,0.036,0.036
UTC,3JZAH,3,3,A,JP5,0,108.146,0,0
UTC,3JZAH,3,3,P,"",0.007,0.007,0.007,0.007
UTC,3JZAH,3,6,"","",1.08,1.08,1.08,1.08
UTC,3JZAH,3,7,"","",0,0,0,0
UTC,3JZAH,3,9,"","",0.038,0.038,0.038,0.038
UTC,3KA33,1,1,"","",12.34,12.34,12.34,12.34
UTC,3KA33,1,2,"","",0.092,0.092,0.092,0.092
UTC,3KA33,1,3,A,JP5,0,11.2,0,0
UTC,3KA33,1,3,P,"",0,0,0,0
UTC,3KA33,1,6,"","",1.08,1.08,1.08,1.08
UTC,3KA33,1,9,"","",0.003,0.003,0.003,0.003
UTC,3KA33,3,1,"","",12.34,12.34,12.34,12.34
UTC,3KA33,3,2,"","",0.092,0.092,0.092,0.092
UTC,3KA33,3,3,A,JP5,0,11.2,0,0
UTC,3KA33,3,3,P,"",0,0,0,0
UTC,3KA33,3,6,"","",1.08,1.08,1.08,1.08
UTC,3KA33,3,9,"","",0.003,0.003,0.003,0.003
UTC,3KA34,1,1,"","",12.34,12.34,12.34,12.34
UTC,3KA34,1,2,"","",0.02,0.02,0.02,0.02
UTC,3KA34,1,3,A,JP5,0,44.597,0,44.597
UTC,3KA34,1,6,"","",1.08,1.08,1.08,1.08
UTC,3KA34,1,9,"","",0.001,0.001,0.001,0.001
UTC,3KA34,3,1,"","",12.34,12.34,12.34,12.34
UTC,3KA34,3,2,"","",0.02,0.02,0.02,0.02
UTC,3KA34,3,3,A,JP5,0,44.597,0,44.597
UTC,3KA34,3,6,"","",1.08,1.08,1.08,1.08
UTC,3KA34,3,9,"","",0.001,0.001,0.001,0.001
UTC,3LAAA,1,1,"","",12.34,12.34,12.34,12.34
UTC,3LAAA,1,2,"","",0.056,0.056,0.056,0.056
UTC,3LAAA,1,3,P,"",0,0,0,0
UTC,3LAAA,1,6,"","",1.08,1.08,1.08,1.08
UTC,3LAAA,1,7,"","",0.001,0.001,0.001,0.001
UTC,3LAAA,1,9,"","",0.11,0.11,0.11,0.11
UTC,3LAAA,3,1,"","",12.34,12.34,12.34,12.34
UTC,3LAAA,3,2,"","",0.056,0.056,0.056,0.056
UTC,3LAAA,3,3,P,"",0,0,0,0
UTC,3LAAA,3,6,"","",1.08,1.08,1.08,1.08
UTC,3LAAA,3,7,"","",0.001,0.001,0.001,0.001
UTC,3LAAA,3,9,"","",0.11,0.11,0.11,0.11
UTC,3LAFA,1,1,"","",12.34,12.34,12.34,12.34
UTC,3LAFA,1,2,"","",0.003,0.003,0.003,0.003
UTC,3LAFA,1,6,"","",1.08,1.08,1.08,1.08
UTC,3LAFA,1,7,"","",0.002,0.002,0.002,0.002
UTC,3LAFA,3,1,"","",12.34,12.34,12.34,12.34
UTC,3LAFA,3,2,"","",0.003,0.003,0.003,0.003
UTC,3LAFA,3,6,"","",1.08,1.08,1.08,1.08
UTC,3LAFA,3,7,"","",0.002,0.002,0.002,0.002
UTC,3LVAB,1,1,"","",12.34,12.34,12.34,12.34
UTC,3LVAB,1,6,"","",1.08,1.08,1.08,1.08
UTC,3LVAB,1,9,"","",0.008,0.008,0.008,0.008
UTC,3LVAB,3,1,"","",12.34,12.34,12.34,12.34
UTC,3LVAB,3,6,"","",1.08,1.08,1.08,1.08
UTC,3LVAB,3,9,"","",0.008,0.008,0.008,0.008
UTC,3S301,1,1,"","",12.34,12.34,12.34,12.34
UTC,3S301,1,2,"","",0.169,0.169,0.169,0.169
UTC,3S301,1,3,A,JP5,121.367,85.363,80.718,48.095
UTC,3S301,1,3,P,"",0,0,0,0
UTC,3S301,1,6,"","",1.08,1.08,1.08,1.08
UTC,3S301,1,7,"","",0.049,0.049,0.049,0.049
UTC,3S301,1,9,"","",0.033,0.033,0.033,0.033
UTC,3S301,3,1,"","",12.34,12.34,12.34,12.34
UTC,3S301,3,2,"","",0.169,0.169,0.169,0.169
UTC,3S301,3,3,A,JP5,121.367,85.363,80.718,48.095
UTC,3S301,3,3,P,"",0,0,0,0
UTC,3S301,3,6,"","",1.08,1.08,1.08,1.08
UTC,3S301,3,7,"","",0.049,0.049,0.049,0.049
UTC,3S301,3,9,"","",0.033,0.033,0.033,0.033
UTC,40101,1,1,"","",12.34,12.34,12.34,12.34
UTC,40101,1,2,"","",0.521,0.521,0.521,0.521
UTC,40101,1,3,A,JP5,0,0,0,0
UTC,40101,1,3,P,"",0.006,0.006,0.006,0.006
UTC,40101,1,3,W,DF2,0,10.555,0,0
UTC,40101,1,3,W,MG1,0,0.715,0,0
UTC,40101,1,6,"","",1.08,1.08,1.08,1.08
UTC,40101,1,7,"","",0.024,0.024,0.024,0.024
UTC,40101,1,9,"","",0.177,0.177,0.177,0.177
UTC,40101,3,1,"","",12.34,12.34,12.34,12.34
UTC,40101,3,2,"","",0.521,0.521,0.521,0.521
UTC,40101,3,3,A,JP5,0,0,0,0
UTC,40101,3,3,P,"",0.006,0.006,0.006,0.006
UTC,40101,3,3,W,DF2,0,10.555,0,0
UTC,40101,3,3,W,MG1,0,0.715,0,0
UTC,40101,3,6,"","",1.08,1.08,1.08,1.08
UTC,40101,3,7,"","",0.024,0.024,0.024,0.024
UTC,40101,3,9,"","",0.177,0.177,0.177,0.177
UTC,40102,1,1,"","",12.34,12.34,12.34,12.34
UTC,40102,1,3,A,JP5,0,0,0,0
UTC,40102,1,3,W,DF2,0,11,0,0
UTC,40102,1,3,W,MG1,0,0.865,0,0
UTC,40102,1,6,"","",1.08,1.08,1.08,1.08
UTC,40102,3,1,"","",12.34,12.34,12.34,12.34
UTC,40102,3,3,A,JP5,0,0,0,0
UTC,40102,3,3,W,DF2,0,11,0,0
UTC,40102,3,3,W,MG1,0,0.865,0,0
UTC,40102,3,6,"","",1.08,1.08,1.08,1.08
UTC,40103,1,1,"","",12.34,12.34,12.34,12.34
UTC,40103,1,3,A,JP5,0,0,0,0
UTC,40103,1,3,W,DF2,0,10.496,0,0
UTC,40103,1,3,W,MG1,0,0.695,0,0
UTC,40103,1,6,"","",1.08,1.08,1.08,1.08
UTC,40103,1,8,"","",0.093,0.065,0.065,0.065
UTC,40103,3,1,"","",12.34,12.34,12.34,12.34
UTC,40103,3,3,A,JP5,0,0,0,0
UTC,40103,3,3,W,DF2,0,10.496,0,0
UTC,40103,3,3,W,MG1,0,0.695,0,0
UTC,40103,3,6,"","",1.08,1.08,1.08,1.08
UTC,40103,3,8,"","",0.093,0.065,0.065,0.065
UTC,40104,1,1,"","",12.34,12.34,12.34,12.34
UTC,40104,1,3,A,JP5,0,0,0,0
UTC,40104,1,3,W,DF2,0,4.777,0,0
UTC,40104,1,3,W,MG1,0,0.333,0,0
UTC,40104,1,6,"","",1.08,1.08,1.08,1.08
UTC,40104,3,1,"","",12.34,12.34,12.34,12.34
UTC,40104,3,3,A,JP5,0,0,0,0
UTC,40104,3,3,W,DF2,0,4.777,0,0
UTC,40104,3,3,W,MG1,0,0.333,0,0
UTC,40104,3,6,"","",1.08,1.08,1.08,1.08
UTC,40105,1,1,"","",12.34,12.34,12.34,12.34
UTC,40105,1,3,A,JP5,0,0,0,0
UTC,40105,1,3,W,DF2,0,181.36,0,0
UTC,40105,1,3,W,MG1,0,12,0,0
UTC,40105,1,6,"","",1.08,1.08,1.08,1.08
UTC,40105,1,7,"","",0,0,0,0
UTC,40105,1,9,"","",0,0,0,0
UTC,40105,3,1,"","",12.34,12.34,12.34,12.34
UTC,40105,3,3,A,JP5,0,0,0,0
UTC,40105,3,3,W,DF2,0,181.36,0,0
UTC,40105,3,3,W,MG1,0,12,0,0
UTC,40105,3,6,"","",1.08,1.08,1.08,1.08
UTC,40105,3,7,"","",0,0,0,0
UTC,40105,3,9,"","",0,0,0,0
UTC,40106,1,1,"","",12.34,12.34,12.34,12.34
UTC,40106,1,3,A,JP5,0,0,0,0
UTC,40106,1,3,W,DF2,0,3.925,0,0
UTC,40106,1,3,W,MG1,0,0.26,0,0
UTC,40106,1,6,"","",1.08,1.08,1.08,1.08
UTC,40106,3,1,"","",12.34,12.34,12.34,12.34
UTC,40106,3,3,A,JP5,0,0,0,0
UTC,40106,3,3,W,DF2,0,3.925,0,0
UTC,40106,3,3,W,MG1,0,0.26,0,0
UTC,40106,3,6,"","",1.08,1.08,1.08,1.08
UTC,40301,1,1,"","",12.34,12.34,12.34,12.34
UTC,40301,1,6,"","",1.08,1.08,1.08,1.08
UTC,40301,1,7,"","",0.009,0.009,0.009,0.009
UTC,40301,1,9,"","",0.001,0.001,0.001,0.001
UTC,40301,3,1,"","",12.34,12.34,12.34,12.34
UTC,40301,3,6,"","",1.08,1.08,1.08,1.08
UTC,40301,3,7,"","",0.009,0.009,0.009,0.009
UTC,40301,3,9,"","",0.001,0.001,0.001,0.001
UTC,40500,1,1,"","",12.34,12.34,12.34,12.34
UTC,40500,1,2,"","",0,0,0,0
UTC,40500,1,6,"","",1.08,1.08,1.08,1.08
UTC,40500,3,1,"","",12.34,12.34,12.34,12.34
UTC,40500,3,2,"","",0,0,0,0
UTC,40500,3,6,"","",1.08,1.08,1.08,1.08
UTC,40601,1,1,"","",12.34,12.34,12.34,12.34
UTC,40601,1,2,"","",1.367,1.367,1.367,1.367
UTC,40601,1,3,P,"",0.002,0.002,0.002,0.002
UTC,40601,1,6,"","",1.08,1.08,1.08,1.08
UTC,40601,1,7,"","",0.015,0.015,0.015,0.015
UTC,40601,1,9,"","",0.365,0.365,0.365,0.365
UTC,40601,3,1,"","",12.34,12.34,12.34,12.34
UTC,40601,3,2,"","",1.367,1.367,1.367,1.367
UTC,40601,3,3,P,"",0.002,0.002,0.002,0.002
UTC,40601,3,6,"","",1.08,1.08,1.08,1.08
UTC,40601,3,7,"","",0.015,0.015,0.015,0.015
UTC,40601,3,9,"","",0.365,0.365,0.365,0.365
UTC,4F9AC,1,4,"","",5,5,5,5
UTC,4F9AC,3,4,"","",5,5,5,5
UTC,4F9AD,1,4,"","",0,0,0,0
UTC,4F9AD,3,4,"","",0,0,0,0
UTC,4F9D1,1,4,"","",0,0,0,0
UTC,4F9D1,3,4,"","",0,0,0,0
UTC,4F9E2,1,4,"","",3.878,3.878,3.878,3.878
UTC,4F9E2,3,4,"","",3.878,3.878,3.878,3.878
UTC,4F9E5,1,4,"","",2.879,2.879,2.879,2.879
UTC,4F9E5,3,4,"","",2.879,2.879,2.879,2.879
UTC,4F9E6,1,4,"","",3.423,3.423,3.423,3.423
UTC,4F9E6,3,4,"","",3.423,3.423,3.423,3.423
UTC,4F9E7,1,4,"","",3.033,3.033,3.033,3.033
UTC,4F9E7,3,4,"","",3.033,3.033,3.033,3.033
UTC,4F9E8,1,4,"","",3.455,3.455,3.455,3.455
UTC,4F9E8,3,4,"","",3.455,3.455,3.455,3.455
UTC,4F9F2,1,4,"","",0,0,0,0
UTC,4F9F2,3,4,"","",0,0,0,0
UTC,4F9F3,1,4,"","",0,0,0,0
UTC,4F9F3,3,4,"","",0,0,0,0
UTC,4F9F4,1,4,"","",0,0,0,0
UTC,4F9F4,3,4,"","",0,0,0,0
UTC,4F9GA,1,4,"","",1.563,1.563,1.563,1.563
UTC,4F9GA,3,4,"","",1.563,1.563,1.563,1.563
UTC,4F9HA,1,4,"","",1.543,1.543,1.543,1.543
UTC,4F9HA,3,4,"","",1.543,1.543,1.543,1.543
UTC,4F9JA,1,4,"","",1.871,1.871,1.871,1.871
UTC,4F9JA,3,4,"","",1.871,1.871,1.871,1.871
UTC,4F9S4,1,4,"","",0,0,0,0
UTC,4F9S4,3,4,"","",0,0,0,0
UTC,4F9S6,1,4,"","",0,0,0,0
UTC,4F9S6,3,4,"","",0,0,0,0
UTC,4F9X1,1,4,"","",0,0,0,0
UTC,4F9X1,3,4,"","",0,0,0,0
UTC,4F9X2,1,4,"","",0,0,0,0
